account_id,company_name,sector,industry,province,country,employee_count,annual_budget_multiplier,price_sensitivity,service_attachment,source,account_tier,website
ACC00340,Delta Energía Argentina,Construcción,Construction,Mendoza,Argentina,773,1.03,0.334,0.52,outbound_research,A,https://austral-operaciones-group.com.ar
ACC00341,Andes Servicios Corp.,Construcción,Construction,Santa Fe,Argentina,733,1.14,0.361,0.52,partner_referral,C,https://aconcagua-energía-s-a.com.ar
ACC00342,Cumbre Industrial Argentina,Minería,Mining,Salta,Argentina,427,1.43,0.136,0.72,public_directory,B,https://cumbre-industrial-s-r-l.com.ar
ACC00343,Pampa Oil Group,Construcción,Construction,Mendoza,Argentina,30,0.91,0.312,0.52,public_directory,B,https://cumbre-servicios-argentina.com.ar
ACC00344,Delta Energía Group,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,202,1.31,0.171,0.75,public_directory,A,https://andes-energía-s-a.com.ar
ACC00345,Sur Logística Group,Energía,Energy,Neuquén,Argentina,2467,1.21,0.155,0.68,partner_referral,B,https://norte-servicios-corp.com.ar
ACC00346,Austral Infraestructura Group,Energía,Energy,Neuquén,Argentina,376,1.28,0.292,0.68,public_directory,C,https://cumbre-infraestructura-argentina.com.ar
ACC00347,Litoral Solutions Group,Energía,Utilities,Mendoza,Argentina,2386,1.24,0.281,0.68,website_form,B,https://norte-energía-corp.com.ar
ACC00348,Pampa Logística Corp.,Construcción,Construction,CABA,Argentina,713,1.05,0.182,0.52,industry_event,B,https://patagonia-operaciones-argentina.com.ar
ACC00349,Austral Servicios Corp.,Construcción,Construction,Córdoba,Argentina,97,1.01,0.377,0.52,industry_event,A,https://pampa-minera-argentina.com.ar
ACC00350,Pampa Solutions S.R.L.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,2374,1.53,0.164,0.75,website_form,A,https://patagonia-minera-servicios.com.ar
ACC00351,Litoral Logística Servicios,Oil & Gas,Oil & Gas,CABA,Argentina,546,1.37,0.277,0.75,public_directory,C,https://litoral-servicios-servicios.com.ar
ACC00352,Delta Industrial Servicios,Minería,Mining,Jujuy,Argentina,2462,1.27,0.156,0.72,public_directory,B,https://delta-minera-s-a.com.ar
ACC00353,Andes Industrial Argentina,Construcción,Construction,Mendoza,Argentina,343,1.01,0.202,0.52,industry_event,B,https://norte-servicios-servicios.com.ar
ACC00354,Cumbre Logística Group,Minería,Mining,Salta,Argentina,2030,1.27,0.109,0.72,industry_event,B,https://aconcagua-infraestructura-corp.com.ar
ACC00355,Pampa Energía Argentina,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,4917,1.51,0.2,0.75,partner_referral,A,https://delta-minera-s-a.com.ar
ACC00356,Austral Oil Argentina,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1301,1.5,0.154,0.75,public_directory,C,https://andes-operaciones-s-a.com.ar
ACC00357,Norte Minera Argentina,Construcción,Construction,Buenos Aires,Argentina,240,1.03,0.254,0.52,industry_event,B,https://austral-infraestructura-group.com.ar
ACC00358,Cumbre Solutions Servicios,Oil & Gas,Oil & Gas,Neuquén,Argentina,3076,1.59,0.151,0.75,industry_event,B,https://litoral-minera-s-a.com.ar
ACC00359,Delta Servicios Argentina,Minería,Mining,Salta,Argentina,1999,1.25,0.166,0.72,partner_referral,C,https://patagonia-energía-s-r-l.com.ar
ACC00360,Norte Infraestructura Servicios,Minería,Mining,Salta,Argentina,1397,1.19,0.142,0.72,industry_event,C,https://austral-minera-corp.com.ar
ACC00361,Pampa Infraestructura Argentina,Oil & Gas,Oil & Gas,Neuquén,Argentina,1224,1.24,0.171,0.75,website_form,A,https://litoral-oil-s-a.com.ar
ACC00362,Patagonia Energía Group,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,4492,1.19,0.268,0.75,partner_referral,B,https://pampa-infraestructura-corp.com.ar
ACC00363,Delta Industrial S.A.,Construcción,Construction,CABA,Argentina,559,1.16,0.252,0.52,partner_referral,B,https://austral-infraestructura-servicios.com.ar
ACC00364,Cumbre Tecnología Corp.,Energía,Utilities,Neuquén,Argentina,805,1.18,0.235,0.68,industry_event,C,https://litoral-oil-s-r-l.com.ar
ACC00365,Sur Operaciones Group,Construcción,Construction,Mendoza,Argentina,335,0.99,0.18,0.52,outbound_research,B,https://litoral-oil-s-a.com.ar
ACC00366,Litoral Infraestructura S.A.,Construcción,Construction,Mendoza,Argentina,793,1.14,0.311,0.52,website_form,B,https://pampa-operaciones-servicios.com.ar
ACC00367,Aconcagua Operaciones S.R.L.,Energía,Utilities,Córdoba,Argentina,748,1.03,0.233,0.68,public_directory,C,https://cumbre-infraestructura-group.com.ar
ACC00368,Aconcagua Solutions S.A.,Construcción,Construction,Santa Fe,Argentina,295,0.94,0.204,0.52,partner_referral,B,https://norte-tecnología-corp.com.ar
ACC00369,Andes Oil S.A.,Oil & Gas,Oil & Gas,Neuquén,Argentina,1446,1.59,0.151,0.75,outbound_research,C,https://andes-solutions-s-a.com.ar
ACC00370,Sur Operaciones Group,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1979,1.6,0.183,0.75,website_form,B,https://delta-industrial-group.com.ar
ACC00371,Litoral Servicios S.R.L.,Construcción,Construction,Buenos Aires,Argentina,576,1.15,0.362,0.52,website_form,C,https://pampa-operaciones-corp.com.ar
ACC00372,Litoral Energía Servicios,Minería,Mining,Catamarca,Argentina,915,1.27,0.175,0.72,industry_event,C,https://delta-industrial-argentina.com.ar
ACC00373,Litoral Infraestructura S.R.L.,Servicios,Services,CABA,Argentina,139,1.07,0.413,0.45,outbound_research,C,https://pampa-operaciones-group.com.ar
ACC00374,Patagonia Operaciones S.R.L.,Oil & Gas,Oil & Gas,Chubut,Argentina,4989,1.59,0.205,0.75,partner_referral,B,https://delta-logística-s-a.com.ar
ACC00375,Cumbre Logística Argentina,Minería,Mining,San Juan,Argentina,474,1.12,0.17,0.72,public_directory,C,https://delta-minera-s-r-l.com.ar
ACC00376,Sur Minera Argentina,Minería,Mining,Santa Cruz,Argentina,2740,1.11,0.133,0.72,outbound_research,B,https://andes-minera-argentina.com.ar
ACC00377,Litoral Solutions Servicios,Energía,Energy,Santa Fe,Argentina,2303,1.19,0.178,0.68,partner_referral,B,https://cumbre-oil-s-r-l.com.ar
ACC00378,Norte Infraestructura Servicios,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,3881,1.35,0.24,0.75,public_directory,B,https://delta-industrial-servicios.com.ar
ACC00379,Patagonia Oil Corp.,Manufactura,Manufacturing,Santa Fe,Argentina,706,1.12,0.24,0.61,public_directory,A,https://norte-logística-corp.com.ar
ACC00380,Austral Energía S.A.,Construcción,Construction,Buenos Aires,Argentina,118,0.95,0.187,0.52,website_form,B,https://patagonia-industrial-servicios.com.ar
ACC00381,Litoral Oil Servicios,Construcción,Construction,Mendoza,Argentina,693,0.91,0.229,0.52,website_form,A,https://pampa-minera-s-a.com.ar
ACC00382,Austral Operaciones Group,Energía,Energy,Buenos Aires,Argentina,1558,1.29,0.168,0.68,website_form,C,https://norte-energía-s-r-l.com.ar
ACC00383,Pampa Oil Corp.,Servicios,Services,CABA,Argentina,61,0.86,0.357,0.45,public_directory,B,https://delta-oil-argentina.com.ar
ACC00384,Sur Minera Argentina,Energía,Utilities,Buenos Aires,Argentina,2441,1.31,0.15,0.68,outbound_research,B,https://austral-logística-argentina.com.ar
ACC00385,Sur Logística Servicios,Oil & Gas,Oil & Gas,CABA,Argentina,3829,1.53,0.174,0.75,partner_referral,C,https://sur-tecnología-s-r-l.com.ar
ACC00386,Austral Infraestructura Group,Energía,Utilities,Córdoba,Argentina,1616,1.16,0.191,0.68,website_form,C,https://cumbre-industrial-servicios.com.ar
ACC00387,Norte Solutions S.R.L.,Oil & Gas,Oil & Gas,Chubut,Argentina,253,1.16,0.248,0.75,industry_event,C,https://austral-oil-servicios.com.ar
ACC00388,Andes Minera Group,Servicios,Services,Buenos Aires,Argentina,58,0.84,0.279,0.45,public_directory,B,https://norte-infraestructura-s-a.com.ar
ACC00389,Patagonia Logística Corp.,Energía,Energy,Neuquén,Argentina,970,1.17,0.282,0.68,public_directory,C,https://patagonia-tecnología-argentina.com.ar
ACC00390,Aconcagua Energía S.A.,Minería,Mining,Río Negro,Argentina,2460,1.22,0.194,0.72,partner_referral,C,https://patagonia-solutions-argentina.com.ar
ACC00391,Aconcagua Industrial Group,Construcción,Construction,Santa Fe,Argentina,31,1.0,0.304,0.52,industry_event,B,https://pampa-servicios-s-a.com.ar
ACC00392,Cumbre Tecnología Servicios,Construcción,Construction,Mendoza,Argentina,476,0.97,0.244,0.52,partner_referral,A,https://sur-energía-corp.com.ar
ACC00393,Aconcagua Infraestructura S.A.,Energía,Utilities,Buenos Aires,Argentina,2325,1.18,0.259,0.68,outbound_research,C,https://litoral-oil-s-r-l.com.ar
ACC00394,Austral Tecnología Argentina,Energía,Energy,Neuquén,Argentina,883,1.08,0.168,0.68,partner_referral,B,https://cumbre-energía-s-a.com.ar
ACC00395,Sur Solutions Group,Construcción,Construction,Mendoza,Argentina,394,1.08,0.185,0.52,industry_event,A,https://sur-tecnología-corp.com.ar
ACC00396,Pampa Solutions Argentina,Construcción,Construction,Mendoza,Argentina,65,0.95,0.34,0.52,website_form,A,https://andes-solutions-servicios.com.ar
ACC00397,Sur Energía Group,Servicios,Services,Córdoba,Argentina,17,0.94,0.27,0.45,public_directory,A,https://austral-oil-group.com.ar
ACC00398,Andes Operaciones Servicios,Energía,Energy,Neuquén,Argentina,658,1.09,0.131,0.68,outbound_research,C,https://cumbre-infraestructura-s-a.com.ar
ACC00399,Aconcagua Infraestructura Argentina,Energía,Utilities,Buenos Aires,Argentina,352,1.3,0.123,0.68,partner_referral,B,https://aconcagua-oil-argentina.com.ar
ACC00400,Cumbre Oil S.A.,Oil & Gas,Oil & Gas,Chubut,Argentina,4170,1.24,0.274,0.75,public_directory,C,https://andes-industrial-s-r-l.com.ar
ACC00401,Litoral Operaciones Argentina,Servicios,Services,Córdoba,Argentina,180,0.81,0.365,0.45,industry_event,B,https://pampa-oil-group.com.ar
ACC00402,Andes Oil Group,Construcción,Construction,Córdoba,Argentina,416,0.95,0.377,0.52,outbound_research,A,https://aconcagua-oil-argentina.com.ar
ACC00403,Pampa Tecnología S.R.L.,Construcción,Construction,CABA,Argentina,447,1.19,0.38,0.52,industry_event,B,https://delta-solutions-argentina.com.ar
ACC00404,Delta Infraestructura Argentina,Oil & Gas,Oil & Gas,CABA,Argentina,1857,1.34,0.264,0.75,outbound_research,B,https://cumbre-servicios-group.com.ar
ACC00405,Delta Logística S.R.L.,Oil & Gas,Oil & Gas,CABA,Argentina,1169,1.49,0.258,0.75,partner_referral,C,https://norte-minera-argentina.com.ar
ACC00406,Pampa Energía S.R.L.,Servicios,Services,Córdoba,Argentina,87,0.81,0.446,0.45,public_directory,B,https://cumbre-tecnología-s-r-l.com.ar
ACC00407,Sur Energía Argentina,Energía,Utilities,Córdoba,Argentina,186,1.05,0.272,0.68,partner_referral,C,https://sur-servicios-corp.com.ar
ACC00408,Pampa Solutions S.A.,Energía,Utilities,Córdoba,Argentina,750,1.27,0.123,0.68,industry_event,C,https://pampa-solutions-s-r-l.com.ar
ACC00409,Sur Minera S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,4213,1.33,0.108,0.75,partner_referral,C,https://aconcagua-tecnología-argentina.com.ar
ACC00410,Andes Oil S.A.,Energía,Utilities,Neuquén,Argentina,2231,1.16,0.278,0.68,outbound_research,B,https://aconcagua-industrial-servicios.com.ar
ACC00411,Pampa Infraestructura Corp.,Minería,Mining,Río Negro,Argentina,301,1.41,0.188,0.72,industry_event,B,https://aconcagua-infraestructura-servicios.com.ar
ACC00412,Litoral Energía Argentina,Manufactura,Manufacturing,Santa Fe,Argentina,999,1.01,0.257,0.61,public_directory,A,https://aconcagua-logística-corp.com.ar
ACC00413,Litoral Energía Group,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1854,1.46,0.263,0.75,outbound_research,C,https://patagonia-energía-s-a.com.ar
ACC00414,Austral Operaciones Argentina,Construcción,Construction,Córdoba,Argentina,107,1.01,0.264,0.52,outbound_research,C,https://cumbre-servicios-s-r-l.com.ar
ACC00415,Andes Operaciones Group,Manufactura,Manufacturing,Santa Fe,Argentina,1625,1.19,0.332,0.61,industry_event,B,https://patagonia-servicios-s-r-l.com.ar
ACC00416,Litoral Minera Corp.,Oil & Gas,Oil & Gas,Chubut,Argentina,300,1.42,0.189,0.75,outbound_research,B,https://litoral-minera-corp.com.ar
ACC00417,Pampa Oil Group,Energía,Energy,Neuquén,Argentina,106,1.02,0.147,0.68,industry_event,A,https://andes-tecnología-servicios.com.ar
ACC00418,Patagonia Operaciones S.R.L.,Minería,Mining,Catamarca,Argentina,300,1.34,0.166,0.72,public_directory,B,https://austral-servicios-corp.com.ar
ACC00419,Patagonia Infraestructura Group,Construcción,Construction,Córdoba,Argentina,56,1.17,0.36,0.52,partner_referral,C,https://patagonia-infraestructura-corp.com.ar
ACC00420,Austral Operaciones Servicios,Oil & Gas,Oil & Gas,Chubut,Argentina,2896,1.46,0.21,0.75,website_form,B,https://austral-energía-corp.com.ar
ACC00421,Norte Operaciones Servicios,Construcción,Construction,Santa Fe,Argentina,743,0.98,0.307,0.52,public_directory,B,https://delta-tecnología-servicios.com.ar
ACC00422,Delta Tecnología S.R.L.,Energía,Utilities,Mendoza,Argentina,2097,1.34,0.12,0.68,website_form,B,https://patagonia-solutions-servicios.com.ar
ACC00423,Sur Logística Servicios,Servicios,Services,Santa Fe,Argentina,33,0.8,0.234,0.45,industry_event,B,https://patagonia-infraestructura-group.com.ar
ACC00424,Patagonia Logística Group,Energía,Utilities,Santa Fe,Argentina,105,1.25,0.231,0.68,website_form,C,https://pampa-logística-group.com.ar
ACC00425,Andes Servicios Corp.,Servicios,Services,Santa Fe,Argentina,252,0.99,0.421,0.45,public_directory,C,https://litoral-operaciones-argentina.com.ar
ACC00426,Cumbre Logística Servicios,Oil & Gas,Oil & Gas,CABA,Argentina,2652,1.24,0.223,0.75,industry_event,A,https://delta-infraestructura-s-a.com.ar
ACC00427,Austral Servicios Servicios,Minería,Mining,San Juan,Argentina,2666,1.17,0.096,0.72,industry_event,C,https://sur-industrial-group.com.ar
ACC00428,Sur Minera Group,Minería,Mining,San Juan,Argentina,1073,1.28,0.105,0.72,industry_event,C,https://pampa-energía-corp.com.ar
ACC00429,Delta Solutions Group,Energía,Utilities,Mendoza,Argentina,2128,1.26,0.214,0.68,industry_event,A,https://patagonia-oil-argentina.com.ar
ACC00430,Andes Minera Corp.,Servicios,Services,Buenos Aires,Argentina,380,0.8,0.432,0.45,public_directory,C,https://sur-minera-s-a.com.ar
ACC00431,Cumbre Infraestructura Argentina,Oil & Gas,Oil & Gas,Chubut,Argentina,384,1.29,0.135,0.75,industry_event,B,https://litoral-energía-group.com.ar
ACC00432,Andes Tecnología Servicios,Oil & Gas,Oil & Gas,Chubut,Argentina,1137,1.24,0.163,0.75,industry_event,B,https://norte-tecnología-s-r-l.com.ar
ACC00433,Austral Minera S.A.,Oil & Gas,Oil & Gas,Chubut,Argentina,2974,1.16,0.263,0.75,website_form,A,https://andes-energía-corp.com.ar
ACC00434,Cumbre Minera Servicios,Minería,Mining,Río Negro,Argentina,2541,1.21,0.194,0.72,public_directory,A,https://litoral-tecnología-s-r-l.com.ar
ACC00435,Litoral Infraestructura Argentina,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,996,1.36,0.271,0.75,outbound_research,C,https://cumbre-infraestructura-group.com.ar
ACC00436,Sur Logística Corp.,Minería,Mining,Río Negro,Argentina,2824,1.11,0.147,0.72,industry_event,B,https://delta-infraestructura-group.com.ar
ACC00437,Patagonia Operaciones Argentina,Construcción,Construction,CABA,Argentina,540,1.0,0.323,0.52,industry_event,B,https://aconcagua-tecnología-corp.com.ar
ACC00438,Delta Minera Corp.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,4688,1.3,0.247,0.75,public_directory,B,https://aconcagua-tecnología-group.com.ar
ACC00439,Patagonia Tecnología Corp.,Energía,Energy,Córdoba,Argentina,788,1.21,0.203,0.68,public_directory,A,https://litoral-servicios-group.com.ar
ACC00440,Patagonia Tecnología Corp.,Servicios,Services,CABA,Argentina,316,0.95,0.358,0.45,website_form,A,https://delta-tecnología-argentina.com.ar
ACC00441,Delta Minera Servicios,Construcción,Construction,CABA,Argentina,696,1.02,0.307,0.52,outbound_research,A,https://sur-infraestructura-servicios.com.ar
ACC00442,Sur Energía Servicios,Construcción,Construction,Córdoba,Argentina,465,1.08,0.292,0.52,outbound_research,C,https://andes-logística-servicios.com.ar
ACC00443,Austral Logística S.A.,Servicios,Services,CABA,Argentina,370,1.06,0.244,0.45,public_directory,B,https://sur-operaciones-corp.com.ar
ACC00444,Delta Minera S.R.L.,Minería,Mining,Santa Cruz,Argentina,965,1.29,0.198,0.72,industry_event,C,https://delta-infraestructura-argentina.com.ar
ACC00445,Andes Servicios Argentina,Oil & Gas,Oil & Gas,Neuquén,Argentina,787,1.45,0.275,0.75,outbound_research,A,https://aconcagua-minera-argentina.com.ar
ACC00446,Delta Minera Servicios,Construcción,Construction,Mendoza,Argentina,658,1.07,0.279,0.52,industry_event,B,https://aconcagua-tecnología-s-a.com.ar
ACC00447,Norte Operaciones Servicios,Energía,Utilities,Córdoba,Argentina,2135,1.01,0.127,0.68,partner_referral,C,https://patagonia-tecnología-corp.com.ar
ACC00448,Austral Infraestructura Corp.,Servicios,Services,CABA,Argentina,82,0.96,0.345,0.45,outbound_research,B,https://patagonia-oil-servicios.com.ar
ACC00449,Austral Industrial Corp.,Minería,Mining,Catamarca,Argentina,1507,1.28,0.146,0.72,industry_event,B,https://norte-infraestructura-s-r-l.com.ar
ACC00450,Cumbre Infraestructura S.A.,Oil & Gas,Oil & Gas,CABA,Argentina,2690,1.41,0.203,0.75,industry_event,C,https://cumbre-industrial-group.com.ar
ACC00451,Patagonia Infraestructura Group,Energía,Energy,Córdoba,Argentina,2150,1.22,0.17,0.68,industry_event,A,https://patagonia-tecnología-s-r-l.com.ar
ACC00452,Litoral Logística S.R.L.,Manufactura,Manufacturing,Santa Fe,Argentina,1399,1.21,0.187,0.61,outbound_research,C,https://andes-logística-s-a.com.ar
ACC00453,Aconcagua Operaciones S.R.L.,Servicios,Services,Buenos Aires,Argentina,263,1.02,0.225,0.45,public_directory,C,https://sur-industrial-argentina.com.ar
ACC00454,Delta Minera Corp.,Minería,Mining,Catamarca,Argentina,315,1.21,0.184,0.72,public_directory,B,https://aconcagua-minera-group.com.ar
ACC00455,Norte Minera Corp.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,297,1.58,0.223,0.75,website_form,A,https://austral-logística-corp.com.ar
ACC00456,Norte Infraestructura S.A.,Construcción,Construction,Córdoba,Argentina,363,1.1,0.266,0.52,outbound_research,C,https://cumbre-solutions-servicios.com.ar
ACC00457,Sur Oil S.A.,Minería,Mining,Río Negro,Argentina,836,1.39,0.082,0.72,website_form,B,https://litoral-logística-s-r-l.com.ar
ACC00458,Andes Industrial Servicios,Construcción,Construction,Córdoba,Argentina,217,0.92,0.311,0.52,outbound_research,C,https://patagonia-energía-s-a.com.ar
ACC00459,Cumbre Servicios S.A.,Manufactura,Manufacturing,Santa Fe,Argentina,819,1.03,0.233,0.61,website_form,B,https://norte-operaciones-argentina.com.ar
ACC00460,Delta Energía Group,Manufactura,Manufacturing,Córdoba,Argentina,577,1.08,0.207,0.61,website_form,B,https://norte-servicios-corp.com.ar
ACC00461,Delta Minera S.A.,Oil & Gas,Oil & Gas,Santa Cruz,Argentina,3416,1.39,0.178,0.75,public_directory,B,https://litoral-infraestructura-s-a.com.ar
ACC00462,Norte Minera S.A.,Oil & Gas,Oil & Gas,Neuquén,Argentina,4880,1.22,0.215,0.75,website_form,B,https://norte-servicios-argentina.com.ar
ACC00463,Andes Oil Argentina,Minería,Mining,San Juan,Argentina,2453,1.27,0.137,0.72,website_form,B,https://andes-operaciones-argentina.com.ar
ACC00464,Cumbre Oil Group,Construcción,Construction,Mendoza,Argentina,144,1.1,0.268,0.52,website_form,B,https://sur-energía-corp.com.ar
ACC00465,Pampa Servicios Servicios,Construcción,Construction,Córdoba,Argentina,683,1.19,0.325,0.52,industry_event,B,https://patagonia-logística-corp.com.ar
ACC00466,Delta Industrial S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,1752,1.47,0.207,0.75,partner_referral,B,https://austral-infraestructura-corp.com.ar
ACC00467,Andes Logística S.A.,Energía,Utilities,Mendoza,Argentina,147,1.28,0.128,0.68,website_form,A,https://austral-minera-argentina.com.ar
ACC00468,Cumbre Solutions S.A.,Manufactura,Manufacturing,Santa Fe,Argentina,1567,1.19,0.238,0.61,website_form,B,https://cumbre-industrial-s-r-l.com.ar
ACC00469,Delta Industrial Group,Construcción,Construction,CABA,Argentina,34,1.04,0.218,0.52,public_directory,A,https://patagonia-energía-corp.com.ar
ACC00470,Patagonia Solutions Corp.,Energía,Utilities,Neuquén,Argentina,983,1.28,0.297,0.68,partner_referral,B,https://cumbre-oil-s-r-l.com.ar
ACC00471,Cumbre Servicios Group,Minería,Mining,Jujuy,Argentina,286,1.14,0.1,0.72,partner_referral,A,https://sur-oil-s-r-l.com.ar
ACC00472,Delta Energía Argentina,Energía,Utilities,Neuquén,Argentina,246,1.27,0.123,0.68,partner_referral,A,https://andes-servicios-s-a.com.ar
ACC00473,Aconcagua Minera Argentina,Construcción,Construction,Santa Fe,Argentina,310,0.96,0.321,0.52,public_directory,B,https://pampa-servicios-servicios.com.ar
ACC00474,Litoral Tecnología S.A.,Construcción,Construction,Santa Fe,Argentina,204,1.0,0.181,0.52,outbound_research,A,https://austral-energía-servicios.com.ar
ACC00475,Pampa Minera Argentina,Minería,Mining,Santa Cruz,Argentina,2178,1.2,0.107,0.72,outbound_research,B,https://litoral-minera-s-r-l.com.ar
ACC00476,Sur Infraestructura S.R.L.,Oil & Gas,Oil & Gas,Neuquén,Argentina,642,1.26,0.211,0.75,partner_referral,A,https://andes-oil-s-r-l.com.ar
ACC00477,Austral Energía S.A.,Oil & Gas,Oil & Gas,Neuquén,Argentina,4173,1.47,0.207,0.75,industry_event,B,https://sur-solutions-s-a.com.ar
ACC00478,Aconcagua Solutions Corp.,Minería,Mining,Catamarca,Argentina,1071,1.13,0.162,0.72,website_form,C,https://delta-solutions-servicios.com.ar
ACC00479,Delta Minera Argentina,Energía,Energy,Mendoza,Argentina,1609,1.22,0.296,0.68,outbound_research,B,https://andes-tecnología-s-a.com.ar
ACC00480,Litoral Operaciones S.R.L.,Minería,Mining,Catamarca,Argentina,2006,1.18,0.121,0.72,outbound_research,C,https://cumbre-servicios-servicios.com.ar
ACC00481,Aconcagua Oil Corp.,Servicios,Services,Buenos Aires,Argentina,54,0.98,0.406,0.45,industry_event,A,https://aconcagua-solutions-s-r-l.com.ar
ACC00482,Cumbre Servicios Servicios,Minería,Mining,Santa Cruz,Argentina,1010,1.25,0.086,0.72,partner_referral,C,https://austral-industrial-corp.com.ar
ACC00483,Litoral Minera S.R.L.,Energía,Energy,Mendoza,Argentina,481,1.2,0.122,0.68,partner_referral,C,https://delta-logística-group.com.ar
ACC00484,Litoral Infraestructura S.R.L.,Oil & Gas,Oil & Gas,Neuquén,Argentina,330,1.54,0.235,0.75,website_form,C,https://litoral-servicios-argentina.com.ar
ACC00485,Litoral Industrial Argentina,Minería,Mining,Salta,Argentina,2667,1.23,0.177,0.72,public_directory,A,https://aconcagua-infraestructura-argentina.com.ar
ACC00486,Patagonia Tecnología Group,Servicios,Services,Buenos Aires,Argentina,360,0.95,0.426,0.45,industry_event,C,https://patagonia-operaciones-group.com.ar
ACC00487,Sur Servicios Argentina,Energía,Energy,Buenos Aires,Argentina,1577,1.2,0.259,0.68,outbound_research,C,https://pampa-oil-s-a.com.ar
ACC00488,Pampa Solutions Group,Construcción,Construction,Santa Fe,Argentina,739,1.17,0.291,0.52,partner_referral,B,https://patagonia-logística-group.com.ar
ACC00489,Patagonia Minera Argentina,Energía,Utilities,Neuquén,Argentina,2237,1.16,0.186,0.68,website_form,A,https://litoral-energía-s-a.com.ar
ACC00490,Patagonia Energía S.R.L.,Minería,Mining,Jujuy,Argentina,1281,1.14,0.101,0.72,outbound_research,C,https://austral-industrial-group.com.ar
ACC00491,Delta Minera Group,Minería,Mining,Río Negro,Argentina,2317,1.26,0.17,0.72,industry_event,A,https://andes-solutions-servicios.com.ar
ACC00492,Sur Logística Corp.,Construcción,Construction,Mendoza,Argentina,612,1.04,0.305,0.52,industry_event,A,https://norte-solutions-corp.com.ar
ACC00493,Delta Logística Group,Minería,Mining,Salta,Argentina,293,1.43,0.167,0.72,outbound_research,C,https://norte-servicios-s-r-l.com.ar
ACC00494,Pampa Energía S.A.,Manufactura,Manufacturing,Santa Fe,Argentina,380,1.14,0.228,0.61,industry_event,A,https://austral-industrial-argentina.com.ar
ACC00495,Sur Minera Servicios,Minería,Mining,Salta,Argentina,705,1.29,0.097,0.72,website_form,B,https://litoral-servicios-corp.com.ar
ACC00496,Austral Oil Group,Servicios,Services,Buenos Aires,Argentina,12,0.94,0.258,0.45,public_directory,B,https://cumbre-minera-group.com.ar
ACC00497,Delta Oil S.A.,Construcción,Construction,Mendoza,Argentina,61,0.91,0.316,0.52,outbound_research,B,https://patagonia-logística-s-a.com.ar
ACC00498,Austral Solutions Group,Construcción,Construction,CABA,Argentina,617,0.91,0.298,0.52,partner_referral,B,https://patagonia-oil-corp.com.ar
ACC00499,Andes Logística Corp.,Oil & Gas,Oil & Gas,Chubut,Argentina,4390,1.47,0.177,0.75,partner_referral,B,https://norte-logística-group.com.ar
ACC00500,Patagonia Solutions Argentina,Minería,Mining,San Juan,Argentina,2397,1.36,0.138,0.72,partner_referral,B,https://aconcagua-operaciones-s-r-l.com.ar
ACC00501,Pampa Infraestructura Corp.,Manufactura,Manufacturing,Buenos Aires,Argentina,344,0.97,0.332,0.61,partner_referral,A,https://aconcagua-infraestructura-corp.com.ar
ACC00502,Delta Solutions S.R.L.,Oil & Gas,Oil & Gas,Buenos Aires,Argentina,4852,1.28,0.188,0.75,industry_event,C,https://norte-minera-servicios.com.ar
ACC00503,Andes Servicios Group,Construcción,Construction,CABA,Argentina,47,1.19,0.364,0.52,partner_referral,A,https://norte-operaciones-s-r-l.com.ar
ACC00504,Patagonia Infraestructura Corp.,Energía,Energy,Córdoba,Argentina,196,1.21,0.185,0.68,partner_referral,B,https://norte-minera-argentina.com.ar
ACC00505,Cumbre Industrial Group,Construcción,Construction,Córdoba,Argentina,544,1.07,0.212,0.52,partner_referral,C,https://delta-logística-s-r-l.com.ar
ACC00506,Sur Industrial Group,Oil & Gas,Oil & Gas,Chubut,Argentina,3636,1.39,0.269,0.75,public_directory,A,https://delta-energía-servicios.com.ar
ACC00507,Sur Infraestructura Group,Construcción,Construction,Santa Fe,Argentina,350,0.93,0.308,0.52,outbound_research,A,https://austral-infraestructura-group.com.ar
ACC00508,Delta Energía S.R.L.,Construcción,Construction,Mendoza,Argentina,368,1.05,0.363,0.52,public_directory,B,https://austral-oil-argentina.com.ar
ACC00509,Litoral Energía S.A.,Energía,Energy,Buenos Aires,Argentina,1789,1.32,0.206,0.68,industry_event,B,https://delta-minera-servicios.com.ar
ACC00510,Norte Industrial Argentina,Energía,Energy,Santa Fe,Argentina,785,1.08,0.274,0.68,outbound_research,B,https://norte-servicios-s-r-l.com.ar
ACC00511,Patagonia Energía S.A.,Oil & Gas,Oil & Gas,Neuquén,Argentina,3680,1.49,0.108,0.75,website_form,A,https://austral-tecnología-s-a.com.ar
