service_id,date,account_id,company_name,province,service_family,service_item,ticket_type,sla_hours,resolved,parts_used,labor_hours,revenue_usd
SRV_ACC00429_01,2026-01-18,ACC00429,Delta Solutions Group,Mendoza,Cursos de capacitación,Capacitación técnica,corrective,12,1,2,8.6,2818.04
SRV_ACC00429_02,2025-01-05,ACC00429,Delta Solutions Group,Mendoza,Cursos de capacitación,Capacitación técnica,training,24,1,1,1.52,3744.43
SRV_ACC00429_03,2025-03-10,ACC00429,Delta Solutions Group,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,0,1,3.48,11630.23
SRV_ACC00430_01,2024-08-09,ACC00430,Andes Minera Corp.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,0,4.14,9064.2
SRV_ACC00430_02,2025-03-27,ACC00430,Andes Minera Corp.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,0,1.85,1924.89
SRV_ACC00430_03,2026-02-06,ACC00430,Andes Minera Corp.,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,48,1,4,2.65,4377.53
SRV_ACC00431_01,2025-09-10,ACC00431,Cumbre Infraestructura Argentina,Chubut,Auditoria de Aire Sullair,Auditoría industrial,audit,8,1,1,1.1,6772.17
SRV_ACC00432_01,2024-09-17,ACC00432,Andes Tecnología Servicios,Chubut,Servicio técnico,Mantenimiento correctivo,preventive,12,1,1,4.55,9938.32
SRV_ACC00432_02,2025-06-23,ACC00432,Andes Tecnología Servicios,Chubut,Cursos de capacitación,Capacitación técnica,corrective,12,0,3,3.32,3278.27
SRV_ACC00432_03,2025-04-01,ACC00432,Andes Tecnología Servicios,Chubut,Auditoria de Aire Sullair,Auditoría industrial,audit,4,1,1,8.3,10222.72
SRV_ACC00432_04,2025-03-11,ACC00432,Andes Tecnología Servicios,Chubut,Auditoria de Aire Sullair,Auditoría industrial,audit,24,1,5,4.27,6745.2
SRV_ACC00432_05,2025-12-13,ACC00432,Andes Tecnología Servicios,Chubut,Servicio técnico,Mantenimiento correctivo,preventive,48,1,3,2.87,16160.4
SRV_ACC00433_01,2024-07-07,ACC00433,Austral Minera S.A.,Chubut,Servicio técnico,Mantenimiento correctivo,corrective,48,1,2,4.0,10502.7
SRV_ACC00433_02,2025-12-01,ACC00433,Austral Minera S.A.,Chubut,Servicio técnico,Mantenimiento correctivo,corrective,4,1,2,9.66,4567.41
SRV_ACC00434_01,2024-11-21,ACC00434,Cumbre Minera Servicios,Río Negro,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,1,4.78,8004.59
SRV_ACC00434_02,2024-07-24,ACC00434,Cumbre Minera Servicios,Río Negro,Auditoria de Aire Sullair,Auditoría industrial,corrective,12,1,3,2.85,9486.77
SRV_ACC00435_01,2025-11-26,ACC00435,Litoral Infraestructura Argentina,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,1,1.14,4562.51
SRV_ACC00435_02,2025-11-19,ACC00435,Litoral Infraestructura Argentina,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,4,1.08,9157.3
SRV_ACC00435_03,2026-01-07,ACC00435,Litoral Infraestructura Argentina,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,3,2.88,11394.94
SRV_ACC00436_01,2025-12-07,ACC00436,Sur Logística Corp.,Río Negro,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,1,2,2.76,8239.09
SRV_ACC00437_01,2025-07-11,ACC00437,Patagonia Operaciones Argentina,CABA,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,3,6.21,5413.86
SRV_ACC00437_02,2025-11-21,ACC00437,Patagonia Operaciones Argentina,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,8,1,1,4.84,45890.62
SRV_ACC00437_03,2025-09-19,ACC00437,Patagonia Operaciones Argentina,CABA,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,0,4,5.83,8201.0
SRV_ACC00437_04,2024-08-11,ACC00437,Patagonia Operaciones Argentina,CABA,Servicio técnico,Mantenimiento correctivo,preventive,8,1,2,4.13,17288.65
SRV_ACC00438_01,2024-10-26,ACC00438,Delta Minera Corp.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,4,9.86,6360.58
SRV_ACC00438_02,2024-10-02,ACC00438,Delta Minera Corp.,Santa Cruz,Servicio técnico,Mantenimiento correctivo,preventive,8,1,4,4.71,7846.19
SRV_ACC00438_03,2024-09-23,ACC00438,Delta Minera Corp.,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,4,1,5,2.62,14592.63
SRV_ACC00438_04,2024-11-26,ACC00438,Delta Minera Corp.,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,2,5.03,44835.81
SRV_ACC00438_05,2025-09-23,ACC00438,Delta Minera Corp.,Santa Cruz,Cursos de capacitación,Capacitación técnica,audit,24,1,2,1.07,3564.05
SRV_ACC00439_01,2025-02-03,ACC00439,Patagonia Tecnología Corp.,Córdoba,Servicio técnico,Mantenimiento correctivo,preventive,12,1,0,1.8,9851.67
SRV_ACC00439_02,2024-10-11,ACC00439,Patagonia Tecnología Corp.,Córdoba,Servicio técnico,Mantenimiento correctivo,preventive,12,1,2,12.34,3571.92
SRV_ACC00439_03,2026-02-14,ACC00439,Patagonia Tecnología Corp.,Córdoba,Servicio técnico,Mantenimiento correctivo,preventive,24,1,4,0.99,4697.47
SRV_ACC00439_04,2024-12-15,ACC00439,Patagonia Tecnología Corp.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,1,6.29,34399.57
SRV_ACC00439_05,2025-08-08,ACC00439,Patagonia Tecnología Corp.,Córdoba,Servicio técnico,Mantenimiento correctivo,corrective,12,1,1,4.27,5643.99
SRV_ACC00440_01,2026-01-15,ACC00440,Patagonia Tecnología Corp.,CABA,Servicio técnico,Mantenimiento correctivo,training,24,1,2,3.82,18583.61
SRV_ACC00440_02,2025-09-25,ACC00440,Patagonia Tecnología Corp.,CABA,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,4,3.32,9405.14
SRV_ACC00440_03,2025-01-03,ACC00440,Patagonia Tecnología Corp.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,4,1,1,7.92,48357.57
SRV_ACC00440_04,2025-02-10,ACC00440,Patagonia Tecnología Corp.,CABA,Cursos de capacitación,Capacitación técnica,corrective,4,1,1,0.5,2463.69
SRV_ACC00441_01,2025-03-20,ACC00441,Delta Minera Servicios,CABA,Cursos de capacitación,Capacitación técnica,training,12,1,0,4.24,2150.91
SRV_ACC00441_02,2025-11-22,ACC00441,Delta Minera Servicios,CABA,Servicio técnico,Mantenimiento correctivo,preventive,24,1,0,5.7,16398.51
SRV_ACC00442_01,2024-07-28,ACC00442,Sur Energía Servicios,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,2,2.24,3714.7
SRV_ACC00442_02,2025-02-06,ACC00442,Sur Energía Servicios,Córdoba,Cursos de capacitación,Capacitación técnica,training,48,1,2,4.59,3291.12
SRV_ACC00442_03,2025-12-07,ACC00442,Sur Energía Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,preventive,24,1,4,2.21,15208.26
SRV_ACC00443_01,2025-12-16,ACC00443,Austral Logística S.A.,CABA,Cursos de capacitación,Capacitación técnica,audit,4,1,0,4.58,2438.15
SRV_ACC00443_02,2025-09-25,ACC00443,Austral Logística S.A.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,4,5.37,13229.96
SRV_ACC00444_01,2026-01-08,ACC00444,Delta Minera S.R.L.,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,5,8.28,32975.64
SRV_ACC00444_02,2025-09-02,ACC00444,Delta Minera S.R.L.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,preventive,24,1,3,9.51,7861.63
SRV_ACC00444_03,2024-09-18,ACC00444,Delta Minera S.R.L.,Santa Cruz,Servicio técnico,Mantenimiento correctivo,preventive,48,1,3,2.08,9052.38
SRV_ACC00444_04,2025-01-11,ACC00444,Delta Minera S.R.L.,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,4,1,0,3.06,41609.17
SRV_ACC00444_05,2025-03-07,ACC00444,Delta Minera S.R.L.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,0,0,6.88,9402.74
SRV_ACC00445_01,2025-10-10,ACC00445,Andes Servicios Argentina,Neuquén,Servicio técnico,Mantenimiento correctivo,corrective,8,1,0,6.31,864.24
SRV_ACC00445_02,2024-11-13,ACC00445,Andes Servicios Argentina,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,48,1,0,1.38,23827.42
SRV_ACC00445_03,2024-04-25,ACC00445,Andes Servicios Argentina,Neuquén,Cursos de capacitación,Capacitación técnica,corrective,24,1,3,2.77,1825.11
SRV_ACC00445_04,2024-10-25,ACC00445,Andes Servicios Argentina,Neuquén,Servicio técnico,Mantenimiento correctivo,preventive,12,1,2,1.02,12293.89
SRV_ACC00445_05,2024-07-04,ACC00445,Andes Servicios Argentina,Neuquén,Servicio técnico,Mantenimiento correctivo,corrective,12,1,2,8.33,609.98
SRV_ACC00446_01,2026-02-09,ACC00446,Delta Minera Servicios,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,3,3.03,6406.49
SRV_ACC00447_01,2024-06-25,ACC00447,Norte Operaciones Servicios,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,1,4.89,1919.72
SRV_ACC00447_02,2025-01-30,ACC00447,Norte Operaciones Servicios,Córdoba,Cursos de capacitación,Capacitación técnica,corrective,8,1,5,3.31,2707.93
SRV_ACC00447_03,2024-07-29,ACC00447,Norte Operaciones Servicios,Córdoba,Cursos de capacitación,Capacitación técnica,preventive,4,1,2,2.86,2383.5
SRV_ACC00447_04,2025-04-16,ACC00447,Norte Operaciones Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,preventive,48,1,3,4.54,19746.47
SRV_ACC00447_05,2024-05-23,ACC00447,Norte Operaciones Servicios,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,48,1,0,2.36,38290.39
SRV_ACC00448_01,2026-03-07,ACC00448,Austral Infraestructura Corp.,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,0,1,1.54,49288.47
SRV_ACC00448_02,2025-03-06,ACC00448,Austral Infraestructura Corp.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,12,1,2,6.9,18482.71
SRV_ACC00448_03,2025-12-15,ACC00448,Austral Infraestructura Corp.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,8,1,3,1.86,15863.03
SRV_ACC00448_04,2024-05-13,ACC00448,Austral Infraestructura Corp.,CABA,Servicio técnico,Mantenimiento correctivo,preventive,48,1,2,1.64,16676.7
SRV_ACC00449_01,2024-11-04,ACC00449,Austral Industrial Corp.,Catamarca,Servicio técnico,Mantenimiento correctivo,corrective,4,1,1,0.7,11115.24
SRV_ACC00449_02,2025-08-20,ACC00449,Austral Industrial Corp.,Catamarca,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,4,1,1,2.69,19640.38
SRV_ACC00449_03,2025-02-09,ACC00449,Austral Industrial Corp.,Catamarca,Servicio técnico,Mantenimiento correctivo,audit,48,1,3,4.85,14954.7
SRV_ACC00449_04,2024-08-12,ACC00449,Austral Industrial Corp.,Catamarca,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,4,2.1,25728.53
SRV_ACC00450_01,2024-11-26,ACC00450,Cumbre Infraestructura S.A.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,12,1,2,3.19,12946.59
SRV_ACC00450_02,2024-10-27,ACC00450,Cumbre Infraestructura S.A.,CABA,Servicio técnico,Mantenimiento correctivo,audit,24,1,1,12.46,16395.12
SRV_ACC00450_03,2025-09-04,ACC00450,Cumbre Infraestructura S.A.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,12,1,1,1.01,10807.41
SRV_ACC00450_04,2024-05-09,ACC00450,Cumbre Infraestructura S.A.,CABA,Servicio técnico,Mantenimiento correctivo,audit,8,1,2,6.76,18043.9
SRV_ACC00450_05,2025-09-17,ACC00450,Cumbre Infraestructura S.A.,CABA,Servicio técnico,Mantenimiento correctivo,corrective,8,1,1,0.5,11262.51
SRV_ACC00451_01,2024-06-12,ACC00451,Patagonia Infraestructura Group,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,corrective,48,1,1,3.07,4505.61
SRV_ACC00451_02,2024-08-25,ACC00451,Patagonia Infraestructura Group,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,audit,4,1,4,9.2,49008.83
SRV_ACC00451_03,2024-12-09,ACC00451,Patagonia Infraestructura Group,Córdoba,Cursos de capacitación,Capacitación técnica,preventive,8,1,2,2.22,4284.15
SRV_ACC00451_04,2025-01-06,ACC00451,Patagonia Infraestructura Group,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,2,2.98,6999.34
SRV_ACC00452_01,2025-06-07,ACC00452,Litoral Logística S.R.L.,Santa Fe,Servicio técnico,Mantenimiento correctivo,corrective,12,1,2,1.74,389.16
SRV_ACC00452_02,2025-02-05,ACC00452,Litoral Logística S.R.L.,Santa Fe,Servicio técnico,Mantenimiento correctivo,preventive,8,1,2,0.5,13364.38
SRV_ACC00452_03,2025-05-14,ACC00452,Litoral Logística S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,48,1,3,6.39,2883.08
SRV_ACC00452_04,2024-06-03,ACC00452,Litoral Logística S.R.L.,Santa Fe,Cursos de capacitación,Capacitación técnica,training,8,1,3,2.0,4800.38
SRV_ACC00453_01,2025-07-06,ACC00453,Aconcagua Operaciones S.R.L.,Buenos Aires,Servicio técnico,Mantenimiento correctivo,audit,12,1,0,1.12,8943.53
SRV_ACC00453_02,2024-06-06,ACC00453,Aconcagua Operaciones S.R.L.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,training,24,1,2,4.85,8145.44
SRV_ACC00454_01,2025-05-10,ACC00454,Delta Minera Corp.,Catamarca,Servicio técnico,Mantenimiento correctivo,corrective,4,1,0,7.24,19547.86
SRV_ACC00455_01,2024-05-09,ACC00455,Norte Minera Corp.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,4,1,4,1.48,18807.65
SRV_ACC00455_02,2025-07-29,ACC00455,Norte Minera Corp.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,1,0,2.39,3145.25
SRV_ACC00455_03,2024-05-16,ACC00455,Norte Minera Corp.,Buenos Aires,Auditoria de Aire Sullair,Auditoría industrial,audit,48,1,1,6.77,1657.72
SRV_ACC00455_04,2025-07-27,ACC00455,Norte Minera Corp.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,1,7.21,37489.4
SRV_ACC00456_01,2025-07-29,ACC00456,Norte Infraestructura S.A.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,8,1,3,2.25,8593.51
SRV_ACC00456_02,2025-08-20,ACC00456,Norte Infraestructura S.A.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,24,1,2,4.72,17683.22
SRV_ACC00456_03,2026-01-29,ACC00456,Norte Infraestructura S.A.,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,0,4.04,26785.87
SRV_ACC00456_04,2025-05-07,ACC00456,Norte Infraestructura S.A.,Córdoba,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,0,10.55,5807.54
SRV_ACC00456_05,2025-10-30,ACC00456,Norte Infraestructura S.A.,Córdoba,Servicio técnico,Mantenimiento correctivo,corrective,12,1,3,2.34,12437.33
SRV_ACC00457_01,2026-02-20,ACC00457,Sur Oil S.A.,Río Negro,Cursos de capacitación,Capacitación técnica,audit,4,1,2,4.2,2587.64
SRV_ACC00458_01,2024-09-08,ACC00458,Andes Industrial Servicios,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,12,1,0,4.31,31493.64
SRV_ACC00458_02,2024-09-26,ACC00458,Andes Industrial Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,training,24,1,3,0.59,3526.4
SRV_ACC00459_01,2025-05-23,ACC00459,Cumbre Servicios S.A.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,preventive,8,1,2,5.39,10706.33
SRV_ACC00459_02,2025-01-02,ACC00459,Cumbre Servicios S.A.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,24,1,1,7.19,1917.93
SRV_ACC00459_03,2026-01-04,ACC00459,Cumbre Servicios S.A.,Santa Fe,Cursos de capacitación,Capacitación técnica,audit,24,1,3,2.01,2018.62
SRV_ACC00459_04,2025-04-21,ACC00459,Cumbre Servicios S.A.,Santa Fe,Servicio técnico,Mantenimiento correctivo,audit,4,1,2,2.09,11560.53
SRV_ACC00460_01,2026-01-19,ACC00460,Delta Energía Group,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,48,1,0,8.48,27010.38
SRV_ACC00460_02,2025-04-27,ACC00460,Delta Energía Group,Córdoba,Servicio técnico,Mantenimiento correctivo,corrective,4,1,4,0.75,17771.36
SRV_ACC00460_03,2024-06-20,ACC00460,Delta Energía Group,Córdoba,Servicio técnico,Mantenimiento correctivo,corrective,8,0,1,1.37,13999.83
SRV_ACC00461_01,2025-05-10,ACC00461,Delta Minera S.A.,Santa Cruz,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,0,2.32,10261.1
SRV_ACC00461_02,2024-06-01,ACC00461,Delta Minera S.A.,Santa Cruz,Cursos de capacitación,Capacitación técnica,audit,48,1,1,3.83,1508.12
SRV_ACC00462_01,2024-11-23,ACC00462,Norte Minera S.A.,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,training,8,1,2,4.05,4178.33
SRV_ACC00462_02,2025-04-26,ACC00462,Norte Minera S.A.,Neuquén,Cursos de capacitación,Capacitación técnica,audit,8,0,3,4.25,751.59
SRV_ACC00462_03,2025-09-22,ACC00462,Norte Minera S.A.,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,1,1,0.92,38339.58
SRV_ACC00463_01,2026-03-06,ACC00463,Andes Oil Argentina,San Juan,Auditoria de Aire Sullair,Auditoría industrial,training,48,1,3,1.33,10589.11
SRV_ACC00463_02,2025-12-26,ACC00463,Andes Oil Argentina,San Juan,Servicio técnico,Mantenimiento correctivo,training,8,1,2,6.64,1597.78
SRV_ACC00463_03,2026-02-05,ACC00463,Andes Oil Argentina,San Juan,Servicio técnico,Mantenimiento correctivo,corrective,24,1,1,2.11,10296.95
SRV_ACC00463_04,2025-12-26,ACC00463,Andes Oil Argentina,San Juan,Cursos de capacitación,Capacitación técnica,training,8,1,3,3.89,2680.2
SRV_ACC00463_05,2026-03-13,ACC00463,Andes Oil Argentina,San Juan,Cursos de capacitación,Capacitación técnica,audit,24,1,4,3.78,4752.78
SRV_ACC00464_01,2025-11-26,ACC00464,Cumbre Oil Group,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,8,1,2,1.22,706.05
SRV_ACC00464_02,2025-06-06,ACC00464,Cumbre Oil Group,Mendoza,Cursos de capacitación,Capacitación técnica,audit,24,1,0,4.77,518.41
SRV_ACC00464_03,2024-07-21,ACC00464,Cumbre Oil Group,Mendoza,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,12,1,0,14.92,8328.2
SRV_ACC00464_04,2025-01-23,ACC00464,Cumbre Oil Group,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,8,0,0,2.88,1756.37
SRV_ACC00465_01,2024-07-03,ACC00465,Pampa Servicios Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,corrective,8,1,0,3.29,16153.6
SRV_ACC00465_02,2025-12-30,ACC00465,Pampa Servicios Servicios,Córdoba,Servicio técnico,Mantenimiento correctivo,preventive,8,1,1,2.42,4459.5
SRV_ACC00465_03,2024-04-23,ACC00465,Pampa Servicios Servicios,Córdoba,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,24,1,2,6.89,43348.27
SRV_ACC00466_01,2026-01-12,ACC00466,Delta Industrial S.R.L.,Buenos Aires,Cursos de capacitación,Capacitación técnica,preventive,4,0,2,5.06,2884.97
SRV_ACC00466_02,2024-11-30,ACC00466,Delta Industrial S.R.L.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,48,1,2,5.87,20085.44
SRV_ACC00466_03,2026-02-09,ACC00466,Delta Industrial S.R.L.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,48,1,1,3.17,9816.81
SRV_ACC00466_04,2025-02-16,ACC00466,Delta Industrial S.R.L.,Buenos Aires,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,2,5.07,27500.39
SRV_ACC00466_05,2026-02-13,ACC00466,Delta Industrial S.R.L.,Buenos Aires,Servicio técnico,Mantenimiento correctivo,corrective,12,1,2,2.64,9298.83
SRV_ACC00467_01,2024-12-03,ACC00467,Andes Logística S.A.,Mendoza,Servicio técnico,Mantenimiento correctivo,preventive,12,1,4,6.13,13303.91
SRV_ACC00467_02,2025-11-02,ACC00467,Andes Logística S.A.,Mendoza,Cursos de capacitación,Capacitación técnica,preventive,12,0,4,5.52,2703.61
SRV_ACC00467_03,2024-11-01,ACC00467,Andes Logística S.A.,Mendoza,Auditoria de Aire Sullair,Auditoría industrial,training,12,1,2,8.63,8320.52
SRV_ACC00467_04,2025-06-11,ACC00467,Andes Logística S.A.,Mendoza,Servicio técnico,Mantenimiento correctivo,training,12,1,1,5.25,7848.17
SRV_ACC00468_01,2025-05-11,ACC00468,Cumbre Solutions S.A.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,8,1,1,2.68,2204.57
SRV_ACC00468_02,2025-10-24,ACC00468,Cumbre Solutions S.A.,Santa Fe,Servicio técnico,Mantenimiento correctivo,corrective,24,0,2,2.72,6996.62
SRV_ACC00468_03,2026-01-31,ACC00468,Cumbre Solutions S.A.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,3,12.3,7809.73
SRV_ACC00469_01,2025-01-05,ACC00469,Delta Industrial Group,CABA,Servicio técnico,Mantenimiento correctivo,preventive,24,0,2,2.58,7935.96
SRV_ACC00469_02,2024-08-30,ACC00469,Delta Industrial Group,CABA,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,24,1,1,0.62,44555.45
SRV_ACC00470_01,2025-04-04,ACC00470,Patagonia Solutions Corp.,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,preventive,12,1,1,1.18,8327.63
SRV_ACC00470_02,2024-10-23,ACC00470,Patagonia Solutions Corp.,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,audit,48,1,1,3.08,2818.03
SRV_ACC00471_01,2024-08-07,ACC00471,Cumbre Servicios Group,Jujuy,Cursos de capacitación,Capacitación técnica,training,4,1,3,2.11,694.58
SRV_ACC00471_02,2025-09-24,ACC00471,Cumbre Servicios Group,Jujuy,Cursos de capacitación,Capacitación técnica,corrective,4,1,1,0.84,3668.54
SRV_ACC00471_03,2024-05-03,ACC00471,Cumbre Servicios Group,Jujuy,Servicio técnico,Mantenimiento correctivo,preventive,12,0,1,3.86,18896.25
SRV_ACC00471_04,2025-02-17,ACC00471,Cumbre Servicios Group,Jujuy,Servicio técnico,Mantenimiento correctivo,corrective,4,1,3,4.11,14516.26
SRV_ACC00471_05,2026-02-26,ACC00471,Cumbre Servicios Group,Jujuy,Servicio técnico,Mantenimiento correctivo,preventive,24,1,1,4.37,16348.75
SRV_ACC00472_01,2024-05-23,ACC00472,Delta Energía Argentina,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,preventive,4,1,5,1.97,1749.92
SRV_ACC00472_02,2025-04-29,ACC00472,Delta Energía Argentina,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,48,1,1,0.77,26323.94
SRV_ACC00472_03,2024-06-06,ACC00472,Delta Energía Argentina,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,4,1,3,2.79,7623.36
SRV_ACC00473_01,2025-03-02,ACC00473,Aconcagua Minera Argentina,Santa Fe,Servicio técnico,Mantenimiento correctivo,preventive,12,1,2,0.92,17664.27
SRV_ACC00473_02,2025-12-26,ACC00473,Aconcagua Minera Argentina,Santa Fe,Cursos de capacitación,Capacitación técnica,preventive,8,1,2,6.03,4060.87
SRV_ACC00473_03,2025-06-09,ACC00473,Aconcagua Minera Argentina,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,1,0.5,30059.86
SRV_ACC00473_04,2025-01-09,ACC00473,Aconcagua Minera Argentina,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,audit,12,1,1,1.68,10603.85
SRV_ACC00473_05,2025-11-13,ACC00473,Aconcagua Minera Argentina,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,corrective,4,1,1,4.76,2153.91
SRV_ACC00474_01,2024-11-11,ACC00474,Litoral Tecnología S.A.,Santa Fe,Auditoria de Aire Sullair,Auditoría industrial,corrective,24,1,1,1.16,3323.19
SRV_ACC00474_02,2024-07-21,ACC00474,Litoral Tecnología S.A.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,24,1,2,5.68,4175.93
SRV_ACC00474_03,2025-01-07,ACC00474,Litoral Tecnología S.A.,Santa Fe,Cursos de capacitación,Capacitación técnica,corrective,4,0,1,5.5,1345.57
SRV_ACC00474_04,2024-12-08,ACC00474,Litoral Tecnología S.A.,Santa Fe,Sistema de mantenimiento planificado,Contrato de mantenimiento,corrective,8,1,2,10.82,44018.49
SRV_ACC00474_05,2024-06-21,ACC00474,Litoral Tecnología S.A.,Santa Fe,Servicio técnico,Mantenimiento correctivo,corrective,4,1,4,2.36,8839.25
SRV_ACC00475_01,2024-11-23,ACC00475,Pampa Minera Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,preventive,8,1,1,6.3,10210.75
SRV_ACC00475_02,2025-07-16,ACC00475,Pampa Minera Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,corrective,12,1,2,2.54,10812.46
SRV_ACC00475_03,2026-01-08,ACC00475,Pampa Minera Argentina,Santa Cruz,Sistema de mantenimiento planificado,Contrato de mantenimiento,training,48,1,2,8.71,4187.5
SRV_ACC00475_04,2025-01-29,ACC00475,Pampa Minera Argentina,Santa Cruz,Servicio técnico,Mantenimiento correctivo,preventive,48,1,2,5.53,10788.87
SRV_ACC00476_01,2024-08-05,ACC00476,Sur Infraestructura S.R.L.,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,preventive,48,0,3,4.26,10540.59
SRV_ACC00476_02,2025-09-25,ACC00476,Sur Infraestructura S.R.L.,Neuquén,Auditoria de Aire Sullair,Auditoría industrial,audit,24,0,2,6.83,8917.75
SRV_ACC00476_03,2025-05-27,ACC00476,Sur Infraestructura S.R.L.,Neuquén,Sistema de mantenimiento planificado,Contrato de mantenimiento,preventive,24,1,2,16.1,37801.52
SRV_ACC00477_01,2025-04-12,ACC00477,Austral Energía S.A.,Neuquén,Servicio técnico,Mantenimiento correctivo,training,8,1,3,1.75,723.69
SRV_ACC00477_02,2024-07-17,ACC00477,Austral Energía S.A.,Neuquén,Cursos de capacitación,Capacitación técnica,preventive,4,1,1,6.15,1862.1
